type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;9;vice président 4;MP;Mouvement Populaire;حزب الحركة الشعبية;رشيد انبري;رشيد انبري;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;1;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;العزيزة حداوي;العزيزة حداوي;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;موسى وعثمان حريش;موسى وعثمان حريش;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;10;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;علا وقشة;علا وقشة;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;11;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;ادريس باواحماد;ادريس باواحماد;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;11;vice secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;فاطمة اليوسفي;فاطمة اليوسفي;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;12;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ابراهيم بوكرين;ابراهيم بوكرين;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;12;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;خديجة الجاري;خديجة الجاري;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;13;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد وحدة;محمد وحدة;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;2;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;يونس وبجة;يونس وبجة;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;3;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;المصطفى خاعلي;المصطفى خاعلي;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;4;vice président 1;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد وهادي;محمد وهادي;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;5;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عزيز اصوان;عزيز اصوان;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;5;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;لطيفة هريري;لطيفة هريري;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;6;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عزيز مفيدي;عزيز مفيدي;;;;2047;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;7;vice président 2;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد ملوك;محمد ملوك;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;7;président;MP;Mouvement Populaire;حزب الحركة الشعبية;يطو جعفري;يطو جعفري;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;8;vice président 4;MP;Mouvement Populaire;حزب الحركة الشعبية;موحى وبوعزة حموجان;موحى وبوعزة حموجان;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Timahdite;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عزيز وبري;عزيز وبري;;;;2485;0,81;5212
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد فتي;محمد فتي;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;10;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;حفيظة يشو;حفيظة يشو;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;10;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبدالحق اوتايوفت;عبدالحق اوتايوفت;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;11;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد السلام اعجاجى;عبد السلام اعجاجى;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;12;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد اعراب;محمد اعراب;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;13;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;سعيد لصفر;سعيد لصفر;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;2;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سيدي محمد باديس;سيدي محمد باديس;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;3;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;رحو عامر;رحو عامر;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;4;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;حدو بعلا;حدو بعلا;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;5;secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;كنزة وخليفة;كنزة وخليفة;;;;593;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;5;vice président 2;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد اشعري;محمد اشعري;;;;593;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;6;vice secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;عبداللـه ايت يخلف;عبداللـه ايت يخلف;;;;593;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;7;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;فاطمة الزهراء اعبو;فاطمة الزهراء اعبو;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;7;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد حسيوي;محمد حسيوي;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;8;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سعيدة ايت السرغيني;سعيدة ايت السرغيني;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;8;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد الشياضمي;محمد الشياضمي;;;;1562;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;رضوان الزاوي;رضوان الزاوي;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Ifrane;Tizguite;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;سعاد الصناع;سعاد الصناع;;;;2192;0,84;4385
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;1;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الوافي شموتن;الوافي شموتن;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;10;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;رشيد الزكاوة;رشيد الزكاوة;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;11;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد المسعودي;محمد المسعودي;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;12;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;المعطي تالية;المعطي تالية;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;13;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حميد وشن;حميد وشن;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;14;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;قاسم اوهنيني;قاسم اوهنيني;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;15;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;داود الشاوش;داود الشاوش;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;ادريس لهموري;ادريس لهموري;;;;1531;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;17;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الوهاب فكير;عبد الوهاب فكير;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;18;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حميد العريم;حميد العريم;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;19;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ادريس بوشان;ادريس بوشان;;;;754;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;2;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;حميد اقريع;حميد اقريع;;;;754;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;20;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;المختار هورير;المختار هورير;;;;1531;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;21;vice président 5;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ادريس بوجنونية;ادريس بوجنونية;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;21;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الدريسية معاشو;الدريسية معاشو;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;22;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حسان المعروفي;حسان المعروفي;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;23;secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;المصطفى الخياطي;المصطفى الخياطي;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;3;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;علي حموشان;علي حموشان;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;3;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مريم بوقلال;مريم بوقلال;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;4;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد حارتي;محمد حارتي;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;5;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;علي اوحادة;علي اوحادة;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;5;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مليكة بوسلة;مليكة بوسلة;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;6;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سلام بوقطاية;سلام بوقطاية;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;7;vice président 6;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;احمد بنعبرة;احمد بنعبرة;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;7;vice secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حبيبة ابردان;حبيبة ابردان;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;جمال الفاتحي;جمال الفاتحي;;;;1531;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;9;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سعيدة فارس;سعيدة فارس;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Jemaa;9;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;لحسن احيدون;لحسن احيدون;;;;2702;0,78;5041
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;احمد مهدوي;احمد مهدوي;;;;839;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;10;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عزيز السحيمي;عزيز السحيمي;;;;1437;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;11;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;احماد ركيك;احماد ركيك;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;12;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;سي محمد اسليماني;سي محمد اسليماني;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;13;président;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد الكويسي العلمي;محمد الكويسي العلمي;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;14;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;علي المرزوقي;علي المرزوقي;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;15;secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;عادل بوجنونية;عادل بوجنونية;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;2;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عيسى العشاب;عيسى العشاب;;;;839;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;2;vice président 2;MP;Mouvement Populaire;حزب الحركة الشعبية;لمياء الدواح;لمياء الدواح;;;;839;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;3;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;حسن خشاري;حسن خشاري;;;;259;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;3;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;خديجة الخشاعي;خديجة الخشاعي;;;;259;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;4;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;العربي الرحموني;العربي الرحموني;;;;1437;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;4;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سهام حمراس;سهام حمراس;;;;1437;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;ادريس بن الصغير;ادريس بن الصغير;;;;1499;0,68;4379
Communale;Communale;Fès - Meknès;Meknès;Ain Karma- Oued Rommane;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;سكينة بن الصغير;سكينة بن الصغير;;;;1499;0,68;4379
